,cluster,Major_Class,Acute_Chronic,Prod_Form
173044600,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
173044700,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
173044902,1,PAIN,ACUTE,INJECTABLES
173047800,1,PAIN,ACUTE,OTHER SYSTEMICS
173047900,1,PAIN,ACUTE,OTHER SYSTEMICS
173051801,4,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
173051900,5,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
173052000,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173052100,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173052300,1,PAIN,ACUTE,OTHER SYSTEMICS
173052400,1,PAIN,ACUTE,OTHER SYSTEMICS
173052600,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173052700,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173054700,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173055601,1,OTHER CNS,CHRONIC,ORALS
173056200,1,PAIN,ACUTE,ORALS
173056504,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173056510,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173056900,1,,,
173057000,5,,,
173059402,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173060002,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060100,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060102,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060200,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060202,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173063302,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173063310,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064255,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064360,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064460,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173066200,1,VIRAL HEPATITIS,ACUTE,ORALS
173066300,3,VIRAL HEPATITIS,ACUTE,ORALS
173066518,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067501,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067502,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067601,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173068101,3,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,INHALANTS
173068220,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173068221,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173068224,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173069500,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069504,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069600,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069604,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069700,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069704,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173071204,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173071215,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173071520,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071522,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071620,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071622,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071720,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071722,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071820,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071920,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173072020,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173072200,1,MENTAL HEALTH,CHRONIC,ORALS
173073500,1,PAIN,ACUTE,ORALS
173073601,1,PAIN,ACUTE,ORALS
173073701,1,PAIN,ACUTE,ORALS
173073900,1,PAIN,ACUTE,OTHER SYSTEMICS
173073902,1,PAIN,ACUTE,OTHER SYSTEMICS
173074000,1,ANTIBACTERIALS,ACUTE,ORALS
173074100,1,ANTIBACTERIALS,ACUTE,ORALS
173074110,1,ANTIBACTERIALS,ACUTE,ORALS
173075200,3,,,
173075300,3,,,
173075400,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075500,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075600,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075700,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075800,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075900,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173076000,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173076100,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077202,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077402,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077602,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077702,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077800,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077900,3,,,
173078100,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173079420,3,,,
173080409,4,,,
173080913,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173080959,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173081059,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081259,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081359,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081459,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081728,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173082204,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173082318,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082418,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082618,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082813,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173082913,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173083013,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173083113,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173085702,5,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
173085910,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173085914,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173086118,5,ANTIDIABETICS,CHRONIC,ORALS
173086313,1,ANTIDIABETICS,CHRONIC,ORALS
173086601,1,ANTIDIABETICS,CHRONIC,INJECTABLES
173086635,1,ANTIDIABETICS,CHRONIC,INJECTABLES
173086701,1,ANTIDIABETICS,CHRONIC,INJECTABLES
173086735,1,ANTIDIABETICS,CHRONIC,INJECTABLES
173086906,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173086910,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087306,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087310,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087410,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087414,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087610,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087614,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088101,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173088210,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088214,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088710,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088714,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088810,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088939,5,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173089201,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173089242,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173093308,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173093310,3,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173093356,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173094555,3,,,
173094755,1,MENTAL HEALTH,CHRONIC,ORALS
178050001,2,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090001,1,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090190,5,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090201,5,ALL OTHER UROLOGICAL,ACUTE,ORALS
178850020,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
186000431,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186000831,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186001631,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186001654,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186003231,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186003254,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186016254,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186032254,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186032454,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186037020,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037028,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037220,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037228,5,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186061001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186062501,1,ANTI-ULCERANTS,CHRONIC,ORALS
186077660,5,ANTICOAGULANTS,CHRONIC,ORALS
186077739,1,ANTICOAGULANTS,CHRONIC,ORALS
186077760,5,ANTICOAGULANTS,CHRONIC,ORALS
186091612,2,RESPIRATORY AGENTS,CHRONIC,LUNG
186091706,5,RESPIRATORY AGENTS,CHRONIC,LUNG
186108805,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186108835,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186108839,3,,,
186109005,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109035,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109039,3,,,
186109205,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109235,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109239,3,,,
186109405,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109435,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186198804,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186198904,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186199004,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186401001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186402001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186402501,5,ANTI-ULCERANTS,CHRONIC,ORALS
186404001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186405001,5,ANTI-ULCERANTS,CHRONIC,ORALS
186502031,1,ANTI-ULCERANTS,CHRONIC,ORALS
186502054,1,ANTI-ULCERANTS,CHRONIC,ORALS
186502082,1,ANTI-ULCERANTS,CHRONIC,ORALS
186504031,1,ANTI-ULCERANTS,CHRONIC,ORALS
186504054,1,ANTI-ULCERANTS,CHRONIC,ORALS
186504082,1,ANTI-ULCERANTS,CHRONIC,ORALS
186604001,2,ANTI-ULCERANTS,CHRONIC,INJECTABLES
187000400,5,IMMUNOLOGY,ACUTE,INJECTABLES
187000402,5,IMMUNOLOGY,ACUTE,INJECTABLES
187001110,4,ANTICOAGULANTS,CHRONIC,INJECTABLES
187006301,5,OTHER CNS,CHRONIC,ORALS
187006401,1,OTHER CNS,CHRONIC,ORALS
187006501,5,OTHER CNS,CHRONIC,ORALS
187014030,5,,,
187014090,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014130,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014190,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014210,3,,,
187014230,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014290,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014310,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014330,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014390,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014601,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187015201,3,,,
187019201,2,OTHER CARDIOVASCULARS,CHRONIC,ORALS
187040231,3,,,
187065042,1,DERMATOLOGICS,ACUTE,ORALS
187065142,3,,,
187073030,2,MENTAL HEALTH,CHRONIC,ORALS
187073090,1,MENTAL HEALTH,CHRONIC,ORALS
187073130,2,MENTAL HEALTH,CHRONIC,ORALS
187077147,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187077247,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079247,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079542,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079630,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079730,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079742,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079830,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079842,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079942,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187093801,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
187099395,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187099445,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187149605,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
187149825,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
187170405,1,BLOOD COAGULATION,ACUTE,ORALS
187204530,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204590,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204630,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204690,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204730,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204790,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204830,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204930,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204990,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187205030,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187205090,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187212010,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
187301030,1,OTHER CNS,CHRONIC,ORALS
187301220,1,OTHER CNS,CHRONIC,ORALS
187301330,1,OTHER CNS,CHRONIC,ORALS
187320447,1,ONCOLOGICS,ACUTE,DERMATOLOGICALS
187355510,4,SYST ANTIFUNGALS,ACUTE,ORALS
187410010,5,GI PRODUCTS,CHRONIC,ORALS
187422010,1,OTHER CNS,ACUTE,ORALS
187442010,5,ANTI-ULCERANTS,CHRONIC,ORALS
187442030,5,ANTI-ULCERANTS,CHRONIC,ORALS
187444010,5,ANTI-ULCERANTS,CHRONIC,ORALS
187444030,4,ANTI-ULCERANTS,CHRONIC,ORALS
187510001,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187510102,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187510203,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187511560,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514020,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514045,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514050,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514420,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514445,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514450,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514650,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514850,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516020,2,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516045,2,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516220,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516245,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516420,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516445,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517015,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517045,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517215,2,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517245,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187518006,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187518260,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187540004,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187540008,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187552560,4,ONCOLOGICS,ACUTE,DERMATOLOGICALS
187552675,1,ONCOLOGICS,ACUTE,ORALS
187560015,5,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
206885416,3,ANTIBACTERIALS,ACUTE,INJECTABLES
206885516,5,ANTIBACTERIALS,ACUTE,INJECTABLES
206885910,4,ANTIBACTERIALS,ACUTE,INJECTABLES
206886001,2,ANTIBACTERIALS,ACUTE,INJECTABLES
206886002,2,ANTIBACTERIALS,ACUTE,INJECTABLES
206886102,2,ANTIBACTERIALS,ACUTE,INJECTABLES
206886201,1,ANTIBACTERIALS,ACUTE,INJECTABLES
206886202,2,ANTIBACTERIALS,ACUTE,INJECTABLES
259050116,5,GI PRODUCTS,ACUTE,ORALS
259110245,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
259110260,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
259120245,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
259120260,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
259160501,5,PAIN,ACUTE,INJECTABLES
259161001,5,PAIN,ACUTE,INJECTABLES
259162001,5,PAIN,ACUTE,INJECTABLES
259477040,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
259477060,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
259477090,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
270055615,3,,,
299590645,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299590660,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299590825,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299590845,3,,,
299591045,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591202,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591545,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591825,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591845,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299593545,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
310008828,5,RESPIRATORY AGENTS,CHRONIC,ORALS
310008839,5,RESPIRATORY AGENTS,CHRONIC,ORALS
310009530,2,RESPIRATORY AGENTS,CHRONIC,ORALS
310009539,5,RESPIRATORY AGENTS,CHRONIC,ORALS
310009590,5,RESPIRATORY AGENTS,CHRONIC,ORALS
310020130,1,ONCOLOGICS,CHRONIC,ORALS
310027110,1,MENTAL HEALTH,CHRONIC,ORALS
310027210,1,MENTAL HEALTH,CHRONIC,ORALS
310027460,1,MENTAL HEALTH,CHRONIC,ORALS
310027510,1,MENTAL HEALTH,CHRONIC,ORALS
310027810,1,MENTAL HEALTH,CHRONIC,ORALS
310027910,1,MENTAL HEALTH,CHRONIC,ORALS
310028039,1,MENTAL HEALTH,CHRONIC,ORALS
310028060,1,MENTAL HEALTH,CHRONIC,ORALS
310028139,1,MENTAL HEALTH,CHRONIC,ORALS
310028160,1,MENTAL HEALTH,CHRONIC,ORALS
310028239,1,MENTAL HEALTH,CHRONIC,ORALS
310028260,1,MENTAL HEALTH,CHRONIC,ORALS
310028339,1,MENTAL HEALTH,CHRONIC,ORALS
310028360,1,MENTAL HEALTH,CHRONIC,ORALS
310028439,1,MENTAL HEALTH,CHRONIC,ORALS
310028460,1,MENTAL HEALTH,CHRONIC,ORALS
310032130,3,ANTIBACTERIALS,ACUTE,INJECTABLES
310048230,1,ONCOLOGICS,ACUTE,ORALS
310051260,5,ONCOLOGICS,ACUTE,ORALS
310065758,1,ONCOLOGICS,ACUTE,ORALS
310066812,5,ONCOLOGICS,ACUTE,ORALS
310066860,5,ONCOLOGICS,ACUTE,ORALS
310067912,5,ONCOLOGICS,ACUTE,ORALS
310067960,5,ONCOLOGICS,ACUTE,ORALS
310070530,1,ONCOLOGICS,CHRONIC,ORALS
310072010,1,ONCOLOGICS,ACUTE,INJECTABLES
310075139,1,LIPID REGULATORS,CHRONIC,ORALS
310075190,1,LIPID REGULATORS,CHRONIC,ORALS
310075239,1,LIPID REGULATORS,CHRONIC,ORALS
310075290,1,LIPID REGULATORS,CHRONIC,ORALS
310075430,1,LIPID REGULATORS,CHRONIC,ORALS
310075590,1,LIPID REGULATORS,CHRONIC,ORALS
310080039,1,RESPIRATORY AGENTS,CHRONIC,LUNG
310080060,1,RESPIRATORY AGENTS,CHRONIC,LUNG
310095036,1,ONCOLOGICS,ACUTE,INJECTABLES
310095130,1,ONCOLOGICS,ACUTE,INJECTABLES
310110530,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
310110539,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
310111001,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
310111030,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
310111039,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
310134930,5,ONCOLOGICS,ACUTE,ORALS
310135030,5,ONCOLOGICS,ACUTE,ORALS
310147530,3,ANTIGOUT PREPS,CHRONIC,ORALS
310173030,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
310183030,5,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
310196930,4,GI PRODUCTS,ACUTE,ORALS
310197030,1,GI PRODUCTS,ACUTE,ORALS
310197039,1,GI PRODUCTS,ACUTE,ORALS
310450012,5,ONCOLOGICS,ACUTE,INJECTABLES
310461150,5,ONCOLOGICS,ACUTE,INJECTABLES
310470001,4,ONCOLOGICS,ACUTE,INJECTABLES
310610030,1,ANTIDIABETICS,CHRONIC,ORALS
310610090,1,ANTIDIABETICS,CHRONIC,ORALS
310610530,1,ANTIDIABETICS,CHRONIC,ORALS
310610550,3,ANTIDIABETICS,CHRONIC,ORALS
310610590,1,ANTIDIABETICS,CHRONIC,ORALS
310612560,1,ANTIDIABETICS,CHRONIC,ORALS
310613530,1,ANTIDIABETICS,CHRONIC,ORALS
310614530,1,ANTIDIABETICS,CHRONIC,ORALS
310620530,5,ANTIDIABETICS,CHRONIC,ORALS
310621030,5,ANTIDIABETICS,CHRONIC,ORALS
310622560,5,ANTIDIABETICS,CHRONIC,ORALS
310625030,5,ANTIDIABETICS,CHRONIC,ORALS
310626060,5,ANTIDIABETICS,CHRONIC,ORALS
310627030,2,ANTIDIABETICS,CHRONIC,ORALS
310628030,5,ANTIDIABETICS,CHRONIC,ORALS
310651201,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310652004,1,ANTIDIABETICS,CHRONIC,OTHER SYSTEMICS
310652401,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310653004,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310654001,5,ANTIDIABETICS,CHRONIC,INJECTABLES
310654004,5,ANTIDIABETICS,CHRONIC,INJECTABLES
310661502,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310662702,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310677030,5,ANTIDIABETICS,CHRONIC,ORALS
310678030,5,ANTIDIABETICS,CHRONIC,ORALS
310782030,4,ONCOLOGICS,ACUTE,ORALS
310784030,3,ONCOLOGICS,ACUTE,ORALS
338399301,4,ONCOLOGICS,ACUTE,INJECTABLES
378615146,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
378615149,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
378904001,3,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
378904005,1,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
378904505,3,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
378972055,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
406990603,1,MENTAL HEALTH,CHRONIC,ORALS
406990703,2,MENTAL HEALTH,CHRONIC,ORALS
406990803,1,MENTAL HEALTH,CHRONIC,ORALS
406991003,1,MENTAL HEALTH,CHRONIC,ORALS
406991103,1,MENTAL HEALTH,CHRONIC,ORALS
406991203,1,MENTAL HEALTH,CHRONIC,ORALS
406991303,3,,,
406991501,1,OTHER CNS,ACUTE,ORALS
406991503,4,OTHER CNS,ACUTE,ORALS
406991601,1,OTHER CNS,ACUTE,ORALS
406991701,1,OTHER CNS,ACUTE,ORALS
406992003,5,,,
406992103,1,MENTAL HEALTH,CHRONIC,ORALS
406992203,1,MENTAL HEALTH,CHRONIC,ORALS
409021701,2,ANTIBACTERIALS,ACUTE,INJECTABLES
409021711,4,ANTIBACTERIALS,ACUTE,INJECTABLES
409021901,3,ANTIBACTERIALS,ACUTE,INJECTABLES
409022001,1,ANTIBACTERIALS,ACUTE,INJECTABLES
409080101,5,ONCOLOGICS,ACUTE,INJECTABLES
409103630,5,PAIN,ACUTE,INJECTABLES
409103850,2,PAIN,ACUTE,INJECTABLES
409104130,4,,,
409106801,3,PAIN,ACUTE,INJECTABLES
409117630,1,PAIN,ACUTE,INJECTABLES
409117830,1,PAIN,ACUTE,INJECTABLES
409117930,1,PAIN,ACUTE,INJECTABLES
