ndc,cluster,class,acute_chronic,form
78069484,218,ONCOLOGICS,ACUTE,ORALS
78069620,296,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78069635,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78069667,99,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78069802,218,ONCOLOGICS,ACUTE,ORALS
78069819,218,ONCOLOGICS,ACUTE,ORALS
78069851,218,ONCOLOGICS,ACUTE,ORALS
78069899,99,ONCOLOGICS,ACUTE,ORALS
78070184,99,ONCOLOGICS,ACUTE,ORALS
78070802,243,ONCOLOGICS,ACUTE,ORALS
78071315,218,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78071502,218,ONCOLOGICS,ACUTE,ORALS
78072015,218,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78072019,218,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78072715,218,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78073461,88,IMMUNOLOGY,CHRONIC,INJECTABLES
78074881,218,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
78077720,208,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78077735,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78077767,99,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78081181,208,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
78081881,255,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
78082581,223,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
78082761,292,OCULAR ANTINEOVASCULARISATION,ACUTE,INJECTABLES
78086001,99,ONCOLOGICS,ACUTE,ORALS
78086714,218,ONCOLOGICS,ACUTE,ORALS
78086742,99,ONCOLOGICS,ACUTE,ORALS
78087421,218,ONCOLOGICS,ACUTE,ORALS
78087463,243,ONCOLOGICS,ACUTE,ORALS
78090961,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
78091661,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
78092361,99,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
78095166,218,ONCOLOGICS,ACUTE,ORALS
78097261,218,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
78097950,218,MULTIPLE SCLEROSIS,CHRONIC,ORALS
78098615,243,MULTIPLE SCLEROSIS,CHRONIC,ORALS
85037001,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85037002,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85051701,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85051704,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85056605,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
85057502,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85057505,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85092401,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85092402,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85113201,201,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85113204,238,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85113301,99,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85116801,99,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85126401,218,"ALLERGY, SYSTEMIC & NASAL",CHRONIC,ORALS
85128801,271,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
85131801,218,VIRAL HEPATITIS,ACUTE,ORALS
85132201,218,"ALLERGY, SYSTEMIC & NASAL",ACUTE,ORALS
85132801,218,SYST ANTIFUNGALS,ACUTE,ORALS
85133401,218,"ALLERGY, SYSTEMIC & NASAL",CHRONIC,ORALS
85134101,144,RESPIRATORY AGENTS,CHRONIC,LUNG
85134102,174,RESPIRATORY AGENTS,CHRONIC,LUNG
85134106,99,RESPIRATORY AGENTS,CHRONIC,LUNG
85134107,207,RESPIRATORY AGENTS,CHRONIC,LUNG
85136603,218,ONCOLOGICS,ACUTE,ORALS
85136604,218,ONCOLOGICS,ACUTE,ORALS
85141702,218,ONCOLOGICS,ACUTE,ORALS
85142503,218,ONCOLOGICS,ACUTE,ORALS
85142504,218,ONCOLOGICS,ACUTE,ORALS
85143003,218,ONCOLOGICS,ACUTE,ORALS
85146102,293,RESPIRATORY AGENTS,CHRONIC,LUNG
85151903,218,ONCOLOGICS,ACUTE,ORALS
85151904,218,ONCOLOGICS,ACUTE,ORALS
85222201,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85222301,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85314901,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85314903,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85432001,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
85432402,96,SYST ANTIFUNGALS,ACUTE,ORALS
85433301,96,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85433401,96,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85435001,218,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85435101,218,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85435201,99,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85435301,218,VIRAL HEPATITIS,ACUTE,OTHER SYSTEMICS
85461001,144,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85461005,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85720601,289,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85720607,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
87606005,218,ANTIDIABETICS,CHRONIC,ORALS
87606313,218,ANTIDIABETICS,CHRONIC,ORALS
87606413,218,ANTIDIABETICS,CHRONIC,ORALS
87607005,218,ANTIDIABETICS,CHRONIC,ORALS
87607111,218,ANTIDIABETICS,CHRONIC,ORALS
87607311,218,ANTIDIABETICS,CHRONIC,ORALS
87607411,218,ANTIDIABETICS,CHRONIC,ORALS
87663241,218,HIV ANTIVIRALS,CHRONIC,ORALS
87667117,218,HIV ANTIVIRALS,CHRONIC,ORALS
87667317,218,HIV ANTIVIRALS,CHRONIC,ORALS
87667417,218,HIV ANTIVIRALS,CHRONIC,ORALS
88057641,218,ANTITUBERCULARS,CHRONIC,ORALS
88210024,218,ANTITUBERCULARS,CHRONIC,ORALS
88210032,218,ANTITUBERCULARS,CHRONIC,ORALS
88210224,218,ANTITUBERCULARS,CHRONIC,ORALS
88216030,218,IMMUNOLOGY,CHRONIC,ORALS
88216130,218,IMMUNOLOGY,CHRONIC,ORALS
88221900,218,ANTIDIABETICS,CHRONIC,INJECTABLES
88221905,5,ANTIDIABETICS,CHRONIC,INJECTABLES
88222033,64,ANTIDIABETICS,CHRONIC,INJECTABLES
88250033,271,ANTIDIABETICS,CHRONIC,INJECTABLES
88250205,202,ANTIDIABETICS,CHRONIC,INJECTABLES
88502005,218,ANTIDIABETICS,CHRONIC,INJECTABLES
88502101,218,ANTIDIABETICS,CHRONIC,INJECTABLES
131181067,218,NERVOUS SYSTEM DISORDERS,CHRONIC,INJECTABLES
131247735,96,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247760,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247835,127,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247860,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247935,220,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247960,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131248035,85,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131248060,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131541070,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131541071,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
140000401,218,OTHER CNS,CHRONIC,ORALS
140000501,218,OTHER CNS,CHRONIC,ORALS
140000514,218,OTHER CNS,CHRONIC,ORALS
140000601,218,OTHER CNS,CHRONIC,ORALS
140000614,218,OTHER CNS,CHRONIC,ORALS
143954601,218,ONCOLOGICS,ACUTE,INJECTABLES
143954701,218,ONCOLOGICS,ACUTE,INJECTABLES
143954801,218,ONCOLOGICS,ACUTE,INJECTABLES
145009025,218,DERMATOLOGICS,ACUTE,ORALS
145009125,218,DERMATOLOGICS,ACUTE,ORALS
145381703,218,DERMATOLOGICS,ACUTE,ORALS
169183311,127,ANTIDIABETICS,CHRONIC,INJECTABLES
169183411,127,ANTIDIABETICS,CHRONIC,INJECTABLES
169183711,85,ANTIDIABETICS,CHRONIC,INJECTABLES
169255013,145,ANTIDIABETICS,CHRONIC,INJECTABLES
169266015,143,ANTIDIABETICS,CHRONIC,INJECTABLES
169266211,99,ANTIDIABETICS,CHRONIC,INJECTABLES
169280015,242,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,INJECTABLES
169291115,182,ANTIDIABETICS,CHRONIC,INJECTABLES
169300315,218,ANTIDIABETICS,CHRONIC,INJECTABLES
169300415,218,ANTIDIABETICS,CHRONIC,INJECTABLES
169300425,218,ANTIDIABETICS,CHRONIC,INJECTABLES
169300701,218,ANTIDIABETICS,CHRONIC,INJECTABLES
169300715,99,ANTIDIABETICS,CHRONIC,INJECTABLES
169320111,243,ANTIDIABETICS,CHRONIC,INJECTABLES
169320415,296,ANTIDIABETICS,CHRONIC,INJECTABLES
169320515,218,ANTIDIABETICS,CHRONIC,INJECTABLES
169330312,220,ANTIDIABETICS,CHRONIC,INJECTABLES
169368512,85,ANTIDIABETICS,CHRONIC,INJECTABLES
169368712,134,ANTIDIABETICS,CHRONIC,INJECTABLES
169369619,144,ANTIDIABETICS,CHRONIC,INJECTABLES
169406012,94,ANTIDIABETICS,CHRONIC,INJECTABLES
169406013,137,ANTIDIABETICS,CHRONIC,INJECTABLES
169413212,34,ANTIDIABETICS,CHRONIC,INJECTABLES
169413602,81,ANTIDIABETICS,CHRONIC,INJECTABLES
169430313,243,ANTIDIABETICS,CHRONIC,ORALS
169430713,243,ANTIDIABETICS,CHRONIC,ORALS
169431413,99,ANTIDIABETICS,CHRONIC,ORALS
169633910,183,ANTIDIABETICS,CHRONIC,INJECTABLES
169643810,86,ANTIDIABETICS,CHRONIC,INJECTABLES
169750111,122,ANTIDIABETICS,CHRONIC,INJECTABLES
173013555,218,MENTAL HEALTH,CHRONIC,ORALS
173034442,218,ANTI-ULCERANTS,CHRONIC,ORALS
173038879,218,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
173039340,218,ANTI-ULCERANTS,CHRONIC,ORALS
173044600,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
173044700,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
173044902,218,PAIN,ACUTE,INJECTABLES
173047800,0,PAIN,ACUTE,OTHER SYSTEMICS
173047900,0,PAIN,ACUTE,OTHER SYSTEMICS
173051801,218,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
173051900,218,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
173052000,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173052100,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173052300,218,PAIN,ACUTE,OTHER SYSTEMICS
173052400,218,PAIN,ACUTE,OTHER SYSTEMICS
173052600,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173052700,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173054700,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173055601,218,OTHER CNS,CHRONIC,ORALS
173056200,218,PAIN,ACUTE,ORALS
173056504,99,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173056510,218,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173059402,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173060002,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060100,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060102,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060200,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060202,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173063302,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173063310,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064255,206,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064360,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064460,206,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173066200,218,VIRAL HEPATITIS,ACUTE,ORALS
173066300,218,VIRAL HEPATITIS,ACUTE,ORALS
173066518,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067501,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067502,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067601,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173068101,218,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,INHALANTS
173068220,166,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173068221,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173068224,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173069500,202,RESPIRATORY AGENTS,CHRONIC,LUNG
173069504,218,RESPIRATORY AGENTS,CHRONIC,LUNG
173069600,276,RESPIRATORY AGENTS,CHRONIC,LUNG
173069604,206,RESPIRATORY AGENTS,CHRONIC,LUNG
173069700,33,RESPIRATORY AGENTS,CHRONIC,LUNG
173069704,99,RESPIRATORY AGENTS,CHRONIC,LUNG
173071204,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173071215,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173071520,220,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071522,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071620,282,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071622,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071720,71,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071722,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071820,263,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071920,177,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173072020,125,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173072200,218,MENTAL HEALTH,CHRONIC,ORALS
173073500,218,PAIN,ACUTE,ORALS
173073601,99,PAIN,ACUTE,ORALS
173073701,206,PAIN,ACUTE,ORALS
173073900,218,PAIN,ACUTE,OTHER SYSTEMICS
173073902,218,PAIN,ACUTE,OTHER SYSTEMICS
173074000,218,ANTIBACTERIALS,ACUTE,ORALS
173074100,218,ANTIBACTERIALS,ACUTE,ORALS
173074110,218,ANTIBACTERIALS,ACUTE,ORALS
173075400,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075500,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075600,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075700,206,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075800,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075900,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173076000,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173076100,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077202,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077402,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077602,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077702,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077800,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173078100,99,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173080913,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173080959,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173081059,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081259,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081359,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081459,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173081728,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173082204,0,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173082318,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082418,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082618,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082813,218,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173082913,218,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173083013,279,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173083113,241,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173085702,218,HOSPITAL SOLUTIONS,ACUTE,INJECTABLES
173085910,71,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173085914,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173086118,218,ANTIDIABETICS,CHRONIC,ORALS
173086313,218,ANTIDIABETICS,CHRONIC,ORALS
173086601,218,ANTIDIABETICS,CHRONIC,INJECTABLES
173086635,297,ANTIDIABETICS,CHRONIC,INJECTABLES
173086701,218,ANTIDIABETICS,CHRONIC,INJECTABLES
173086735,201,ANTIDIABETICS,CHRONIC,INJECTABLES
173086906,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173086910,257,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087306,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087310,71,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087410,296,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087414,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087610,96,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087614,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088101,26,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173088210,257,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088214,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088710,253,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088714,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088810,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088939,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173089201,44,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173089242,199,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173093308,99,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173093310,218,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173093356,218,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173094755,218,MENTAL HEALTH,CHRONIC,ORALS
178050001,218,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090001,218,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090190,218,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090201,218,ALL OTHER UROLOGICAL,ACUTE,ORALS
178850020,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
186000431,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186000831,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186001631,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186001654,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186003231,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186003254,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186016254,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186032254,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186032454,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186037020,129,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037028,220,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037220,249,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037228,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186061001,218,ANTI-ULCERANTS,CHRONIC,ORALS
186062501,218,ANTI-ULCERANTS,CHRONIC,ORALS
186077660,243,ANTICOAGULANTS,CHRONIC,ORALS
186077739,218,ANTICOAGULANTS,CHRONIC,ORALS
186077760,235,ANTICOAGULANTS,CHRONIC,ORALS
186091612,246,RESPIRATORY AGENTS,CHRONIC,LUNG
186091706,39,RESPIRATORY AGENTS,CHRONIC,LUNG
186108805,0,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186108835,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109005,0,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109035,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109205,0,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109235,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109405,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186109435,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
186198804,99,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186198904,206,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186199004,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186401001,99,ANTI-ULCERANTS,CHRONIC,ORALS
186402001,99,ANTI-ULCERANTS,CHRONIC,ORALS
186402501,99,ANTI-ULCERANTS,CHRONIC,ORALS
186404001,206,ANTI-ULCERANTS,CHRONIC,ORALS
186405001,99,ANTI-ULCERANTS,CHRONIC,ORALS
186502031,0,ANTI-ULCERANTS,CHRONIC,ORALS
186502054,218,ANTI-ULCERANTS,CHRONIC,ORALS
186502082,218,ANTI-ULCERANTS,CHRONIC,ORALS
186504031,153,ANTI-ULCERANTS,CHRONIC,ORALS
186504054,279,ANTI-ULCERANTS,CHRONIC,ORALS
186504082,99,ANTI-ULCERANTS,CHRONIC,ORALS
186604001,218,ANTI-ULCERANTS,CHRONIC,INJECTABLES
187000400,218,IMMUNOLOGY,ACUTE,INJECTABLES
187000402,188,IMMUNOLOGY,ACUTE,INJECTABLES
187001110,218,ANTICOAGULANTS,CHRONIC,INJECTABLES
187006301,99,OTHER CNS,CHRONIC,ORALS
187006401,99,OTHER CNS,CHRONIC,ORALS
187006501,99,OTHER CNS,CHRONIC,ORALS
187014090,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014130,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014190,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014230,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014290,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014310,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014330,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014390,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014601,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187019201,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
187065042,218,DERMATOLOGICS,ACUTE,ORALS
187073030,220,MENTAL HEALTH,CHRONIC,ORALS
187073090,99,MENTAL HEALTH,CHRONIC,ORALS
187073130,127,MENTAL HEALTH,CHRONIC,ORALS
187077147,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187077247,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079247,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079530,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079542,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079630,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079730,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079742,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079830,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079842,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079942,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187093801,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
187099395,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187099445,241,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187149605,99,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
187149825,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
187170405,271,BLOOD COAGULATION,ACUTE,ORALS
187204530,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204590,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204630,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204690,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204730,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204790,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204830,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204930,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204990,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187205030,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187205090,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187212010,0,ALL OTHER THERAPEUTICS,ACUTE,ORALS
187301030,218,OTHER CNS,CHRONIC,ORALS
187301220,218,OTHER CNS,CHRONIC,ORALS
187301330,218,OTHER CNS,CHRONIC,ORALS
187320447,218,ONCOLOGICS,ACUTE,DERMATOLOGICALS
187355510,218,SYST ANTIFUNGALS,ACUTE,ORALS
187410010,99,GI PRODUCTS,CHRONIC,ORALS
187422010,218,OTHER CNS,ACUTE,ORALS
187442010,218,ANTI-ULCERANTS,CHRONIC,ORALS
187442030,218,ANTI-ULCERANTS,CHRONIC,ORALS
187444010,218,ANTI-ULCERANTS,CHRONIC,ORALS
187444030,218,ANTI-ULCERANTS,CHRONIC,ORALS
187510001,206,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187510102,206,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187510203,0,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187511560,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514020,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
